timestamps population node_ids
1083.25 v1 157708
390.0 v1 157709
1089.0 v1 157718
969.75 v1 157718
732.75 v1 157718
591.5 v1 157718
322.75 v1 157718
280.5 v1 157718
147.5 v1 157718
87.5 v1 157718
1176.75 v1 157716
318.0 v1 157716
821.25 v1 157715
719.25 v1 157715
544.5 v1 157715
257.75 v1 157715
1365.25 v1 157714
546.5 v1 157713
142.0 v1 157713
614.25 v1 157709
985.25 v1 157709
1024.75 v1 157709
1165.75 v1 157709
1397.75 v1 157709
227.5 v1 157710
1326.0 v1 157708
701.75 v1 157710
380.75 v1 157711
553.75 v1 157711
806.75 v1 157711
1105.5 v1 157711
1205.0 v1 157711
1330.5 v1 157711
1368.75 v1 157710
1275.0 v1 157718
908.5 v1 157691
143.5 v1 157691
1390.75 v1 157677
1188.5 v1 157677
653.75 v1 157677
486.75 v1 157677
430.5 v1 157672
1099.0 v1 157670
960.5 v1 157670
675.25 v1 157670
430.25 v1 157670
84.0 v1 157670
534.0 v1 157669
65.25 v1 157669
1084.25 v1 157668
189.0 v1 157668
1091.0 v1 157667
732.0 v1 157667
542.5 v1 157667
825.75 v1 157661
42.5 v1 157662
162.25 v1 157662
402.5 v1 157662
568.0 v1 157662
919.0 v1 157662
881.75 v1 157678
1049.75 v1 157662
1279.0 v1 157662
1388.0 v1 157662
618.0 v1 157663
736.25 v1 157663
1290.25 v1 157663
1383.5 v1 157663
1158.5 v1 157662
209.75 v1 157691
1099.25 v1 157678
142.75 v1 157679
96.25 v1 157691
1227.5 v1 157690
1112.75 v1 157690
928.5 v1 157690
731.0 v1 157690
168.75 v1 157690
25.25 v1 157690
386.75 v1 157688
80.0 v1 157688
669.0 v1 157687
430.75 v1 157687
359.0 v1 157687
205.75 v1 157687
47.75 v1 157687
1188.75 v1 157684
1021.75 v1 157684
498.0 v1 157684
577.25 v1 157679
682.25 v1 157679
904.75 v1 157679
1235.25 v1 157679
217.25 v1 157680
762.0 v1 157680
79.0 v1 157679
239.75 v1 157682
710.75 v1 157682
949.0 v1 157682
160.5 v1 157683
1098.0 v1 157683
1159.0 v1 157683
442.75 v1 157684
336.5 v1 157682
410.25 v1 157661
65.5 v1 157719
704.75 v1 157719
985.5 v1 157778
654.0 v1 157778
937.75 v1 157769
591.75 v1 157769
433.0 v1 157769
1138.75 v1 157768
949.0 v1 157768
475.0 v1 157768
402.0 v1 157768
288.75 v1 157768
57.5 v1 157768
1251.5 v1 157766
924.5 v1 157766
812.0 v1 157766
696.0 v1 157766
251.0 v1 157766
83.0 v1 157766
607.5 v1 157760
743.0 v1 157760
950.5 v1 157760
1023.75 v1 157760
1392.0 v1 157760
1082.5 v1 157761
1174.5 v1 157778
1273.75 v1 157761
187.0 v1 157763
710.5 v1 157763
80.25 v1 157765
825.5 v1 157765
1030.5 v1 157765
18.5 v1 157766
86.75 v1 157763
625.0 v1 157758
1366.0 v1 157778
490.75 v1 157780
972.25 v1 157790
891.5 v1 157790
712.75 v1 157790
547.75 v1 157790
415.25 v1 157790
325.0 v1 157790
133.5 v1 157790
26.0 v1 157790
1367.0 v1 157785
1107.0 v1 157785
1030.5 v1 157785
881.0 v1 157785
498.0 v1 157785
394.0 v1 157785
299.25 v1 157785
154.0 v1 157785
25.25 v1 157785
829.5 v1 157780
932.25 v1 157780
249.75 v1 157781
544.0 v1 157781
789.5 v1 157781
1165.75 v1 157781
305.0 v1 157780
1290.25 v1 157781
393.5 v1 157784
677.0 v1 157784
890.0 v1 157784
1035.0 v1 157784
1278.75 v1 157784
1362.75 v1 157784
47.0 v1 157784
337.25 v1 157719
363.0 v1 157758
1344.25 v1 157757
1067.75 v1 157739
451.25 v1 157739
92.75 v1 157739
1100.0 v1 157736
966.25 v1 157736
67.75 v1 157736
1358.75 v1 157730
677.25 v1 157730
50.0 v1 157730
27.75 v1 157730
1064.0 v1 157727
525.0 v1 157727
384.0 v1 157727
1201.5 v1 157726
899.75 v1 157726
649.75 v1 157726
355.5 v1 157726
808.5 v1 157719
943.5 v1 157719
1187.5 v1 157719
1398.0 v1 157719
